,over,ball,batting_team,bowling_team,venue,inning,match_type,total_runs,is_wicket,runs,wickets,winner
55681,1,1,8,12,7,1,3,0,0,14,0,12
55682,1,2,8,12,7,1,3,1,0,15,0,12
55683,1,3,8,12,7,1,3,0,0,15,0,12
55684,1,4,8,12,7,1,3,0,0,15,0,12
55685,1,5,8,12,7,1,3,0,0,15,0,12
55686,1,6,8,12,7,1,3,3,0,18,0,12
55687,2,1,8,12,7,1,3,1,0,19,0,12
55688,2,2,8,12,7,1,3,4,0,23,0,12
55689,2,3,8,12,7,1,3,0,0,23,0,12
55690,2,4,8,12,7,1,3,2,0,25,0,12
55691,2,5,8,12,7,1,3,0,0,25,0,12
55692,2,6,8,12,7,1,3,0,0,25,0,12
55693,3,1,8,12,7,1,3,0,0,25,0,12
55694,3,2,8,12,7,1,3,4,0,29,0,12
55695,3,3,8,12,7,1,3,0,0,29,0,12
55696,3,4,8,12,7,1,3,1,0,30,0,12
55697,3,5,8,12,7,1,3,1,0,31,0,12
55698,3,6,8,12,7,1,3,0,1,31,1,12
55699,4,1,8,12,7,1,3,0,0,31,1,12
55700,4,2,8,12,7,1,3,0,0,31,1,12
55701,4,3,8,12,7,1,3,4,0,35,1,12
55702,4,4,8,12,7,1,3,0,0,35,1,12
55703,4,5,8,12,7,1,3,0,0,35,1,12
55704,4,6,8,12,7,1,3,0,0,35,1,12
55705,5,1,8,12,7,1,3,0,0,35,1,12
55706,5,2,8,12,7,1,3,0,0,35,1,12
55707,5,3,8,12,7,1,3,0,0,35,1,12
55708,5,4,8,12,7,1,3,0,0,35,1,12
55709,5,5,8,12,7,1,3,0,1,35,2,12
55710,5,6,8,12,7,1,3,4,0,39,2,12
55711,6,1,8,12,7,1,3,0,0,39,2,12
55712,6,2,8,12,7,1,3,6,0,45,2,12
55713,6,3,8,12,7,1,3,0,0,45,2,12
55714,6,4,8,12,7,1,3,0,1,45,3,12
55715,6,5,8,12,7,1,3,0,0,45,3,12
55716,6,6,8,12,7,1,3,0,0,45,3,12
55717,7,1,8,12,7,1,3,0,0,45,3,12
55718,7,2,8,12,7,1,3,0,0,45,3,12
55719,7,3,8,12,7,1,3,0,0,45,3,12
55720,7,4,8,12,7,1,3,0,1,45,4,12
55721,7,5,8,12,7,1,3,0,1,45,5,12
55722,7,6,8,12,7,1,3,0,0,45,5,12
55723,8,1,8,12,7,1,3,1,0,46,5,12
55724,8,2,8,12,7,1,3,0,0,46,5,12
55725,8,3,8,12,7,1,3,4,0,50,5,12
55726,8,4,8,12,7,1,3,2,0,52,5,12
55727,8,5,8,12,7,1,3,0,0,52,5,12
55728,8,6,8,12,7,1,3,1,0,53,5,12
55729,9,1,8,12,7,1,3,1,0,54,5,12
55730,9,2,8,12,7,1,3,1,0,55,5,12
55731,9,3,8,12,7,1,3,1,0,56,5,12
55732,9,4,8,12,7,1,3,1,0,57,5,12
55733,9,5,8,12,7,1,3,1,0,58,5,12
55734,9,6,8,12,7,1,3,4,0,62,5,12
55735,10,1,8,12,7,1,3,0,0,62,5,12
55736,10,2,8,12,7,1,3,0,0,62,5,12
55737,10,3,8,12,7,1,3,1,0,63,5,12
55738,10,4,8,12,7,1,3,0,0,63,5,12
55739,10,5,8,12,7,1,3,6,0,69,5,12
55740,10,6,8,12,7,1,3,4,0,73,5,12
55741,11,1,8,12,7,1,3,0,1,73,6,12
55742,11,2,8,12,7,1,3,0,0,73,6,12
55743,11,3,8,12,7,1,3,1,0,74,6,12
55744,11,4,8,12,7,1,3,0,0,74,6,12
55745,11,5,8,12,7,1,3,4,0,78,6,12
55746,11,6,8,12,7,1,3,0,0,78,6,12
55747,12,1,8,12,7,1,3,2,0,80,6,12
55748,12,2,8,12,7,1,3,0,0,80,6,12
55749,12,3,8,12,7,1,3,0,0,80,6,12
55750,12,4,8,12,7,1,3,0,0,80,6,12
55751,12,5,8,12,7,1,3,0,0,80,6,12
55752,12,6,8,12,7,1,3,0,0,80,6,12
55753,13,1,8,12,7,1,3,0,0,80,6,12
55754,13,2,8,12,7,1,3,1,0,81,6,12
55755,13,3,8,12,7,1,3,0,0,81,6,12
55756,13,4,8,12,7,1,3,1,0,82,6,12
55757,13,5,8,12,7,1,3,1,0,83,6,12
55758,13,6,8,12,7,1,3,1,0,84,6,12
55759,13,7,8,12,7,1,3,1,0,85,6,12
55760,14,1,8,12,7,1,3,0,0,85,6,12
55761,14,2,8,12,7,1,3,6,0,91,6,12
55762,14,3,8,12,7,1,3,1,0,92,6,12
55763,14,4,8,12,7,1,3,0,0,92,6,12
55764,14,5,8,12,7,1,3,0,1,92,7,12
55765,14,6,8,12,7,1,3,0,0,92,7,12
55766,15,1,8,12,7,1,3,1,0,93,7,12
55767,15,2,8,12,7,1,3,1,0,94,7,12
55768,15,3,8,12,7,1,3,1,0,95,7,12
55769,15,4,8,12,7,1,3,1,0,96,7,12
55770,15,5,8,12,7,1,3,1,0,97,7,12
55771,15,6,8,12,7,1,3,1,0,98,7,12
55772,15,7,8,12,7,1,3,1,0,99,7,12
55773,16,1,8,12,7,1,3,0,0,99,7,12
55774,16,2,8,12,7,1,3,0,0,99,7,12
55775,16,3,8,12,7,1,3,1,0,100,7,12
55776,16,4,8,12,7,1,3,0,0,100,7,12
55777,16,5,8,12,7,1,3,2,0,102,7,12
55778,16,6,8,12,7,1,3,0,0,102,7,12
55779,17,1,8,12,7,1,3,2,0,104,7,12
55780,17,2,8,12,7,1,3,0,0,104,7,12
55781,17,3,8,12,7,1,3,0,0,104,7,12
55782,17,4,8,12,7,1,3,1,0,105,7,12
55783,17,5,8,12,7,1,3,6,0,111,7,12
55784,17,6,8,12,7,1,3,1,0,112,7,12
55785,18,1,8,12,7,1,3,1,0,113,7,12
55786,18,2,8,12,7,1,3,1,0,114,7,12
55787,18,3,8,12,7,1,3,4,0,118,7,12
55788,18,4,8,12,7,1,3,1,0,119,7,12
55789,18,5,8,12,7,1,3,1,0,120,7,12
55790,18,6,8,12,7,1,3,1,0,121,7,12
55791,19,1,8,12,7,1,3,6,0,127,7,12
55792,19,2,8,12,7,1,3,0,1,127,8,12
55793,19,3,8,12,7,1,3,1,0,128,8,12
55794,19,4,8,12,7,1,3,0,0,128,8,12
55795,19,5,8,12,7,1,3,6,0,134,8,12
55796,19,6,8,12,7,1,3,2,1,136,9,12
55797,0,1,12,8,7,2,3,0,0,0,0,12
55798,0,2,12,8,7,2,3,1,0,1,0,12
55799,0,3,12,8,7,2,3,0,0,1,0,12
55800,0,4,12,8,7,2,3,1,0,2,0,12
55801,0,5,12,8,7,2,3,0,0,2,0,12
55802,0,6,12,8,7,2,3,2,0,4,0,12
55803,1,1,12,8,7,2,3,1,0,5,0,12
55804,1,2,12,8,7,2,3,1,0,6,0,12
55805,1,3,12,8,7,2,3,0,0,6,0,12
55806,1,4,12,8,7,2,3,1,0,7,0,12
55807,1,5,12,8,7,2,3,4,0,11,0,12
55808,1,6,12,8,7,2,3,1,0,12,0,12
55809,1,7,12,8,7,2,3,0,0,12,0,12
55810,2,1,12,8,7,2,3,0,0,12,0,12
55811,2,2,12,8,7,2,3,4,0,16,0,12
55812,2,3,12,8,7,2,3,0,0,16,0,12
55813,2,4,12,8,7,2,3,0,0,16,0,12
55814,2,5,12,8,7,2,3,2,0,18,0,12
55815,2,6,12,8,7,2,3,0,0,18,0,12
55816,3,1,12,8,7,2,3,1,0,19,0,12
55817,3,2,12,8,7,2,3,1,0,20,0,12
55818,3,3,12,8,7,2,3,0,0,20,0,12
55819,3,4,12,8,7,2,3,0,0,20,0,12
55820,3,5,12,8,7,2,3,0,0,20,0,12
55821,3,6,12,8,7,2,3,1,0,21,0,12
55822,3,7,12,8,7,2,3,5,0,26,0,12
55823,3,8,12,8,7,2,3,4,0,30,0,12
55824,4,1,12,8,7,2,3,1,0,31,0,12
55825,4,2,12,8,7,2,3,0,0,31,0,12
55826,4,3,12,8,7,2,3,1,0,32,0,12
55827,4,4,12,8,7,2,3,1,0,33,0,12
55828,4,5,12,8,7,2,3,6,0,39,0,12
55829,4,6,12,8,7,2,3,1,0,40,0,12
55830,5,1,12,8,7,2,3,0,0,40,0,12
55831,5,2,12,8,7,2,3,6,0,46,0,12
55832,5,3,12,8,7,2,3,1,0,47,0,12
55833,5,4,12,8,7,2,3,4,0,51,0,12
55834,5,5,12,8,7,2,3,1,0,52,0,12
55835,5,6,12,8,7,2,3,4,0,56,0,12
55836,5,7,12,8,7,2,3,1,0,57,0,12
55837,6,1,12,8,7,2,3,1,0,58,0,12
55838,6,2,12,8,7,2,3,0,0,58,0,12
55839,6,3,12,8,7,2,3,1,0,59,0,12
55840,6,4,12,8,7,2,3,1,0,60,0,12
55841,6,5,12,8,7,2,3,0,0,60,0,12
55842,6,6,12,8,7,2,3,1,0,61,0,12
55843,7,1,12,8,7,2,3,0,0,61,0,12
55844,7,2,12,8,7,2,3,0,0,61,0,12
55845,7,3,12,8,7,2,3,1,0,62,0,12
55846,7,4,12,8,7,2,3,0,0,62,0,12
55847,7,5,12,8,7,2,3,4,0,66,0,12
55848,7,6,12,8,7,2,3,1,0,67,0,12
55849,8,1,12,8,7,2,3,0,1,67,1,12
55850,8,2,12,8,7,2,3,2,0,69,1,12
55851,8,3,12,8,7,2,3,0,0,69,1,12
55852,8,4,12,8,7,2,3,1,0,70,1,12
55853,8,5,12,8,7,2,3,0,0,70,1,12
55854,8,6,12,8,7,2,3,1,0,71,1,12
55855,9,1,12,8,7,2,3,2,0,73,1,12
55856,9,2,12,8,7,2,3,0,1,73,2,12
55857,9,3,12,8,7,2,3,0,0,73,2,12
55858,9,4,12,8,7,2,3,0,0,73,2,12
55859,9,5,12,8,7,2,3,1,0,74,2,12
55860,9,6,12,8,7,2,3,4,0,78,2,12
55861,10,1,12,8,7,2,3,0,0,78,2,12
55862,10,2,12,8,7,2,3,1,0,79,2,12
55863,10,3,12,8,7,2,3,0,0,79,2,12
55864,10,4,12,8,7,2,3,0,0,79,2,12
55865,10,5,12,8,7,2,3,1,0,80,2,12
55866,10,6,12,8,7,2,3,0,0,80,2,12
55867,11,1,12,8,7,2,3,1,0,81,2,12
55868,11,2,12,8,7,2,3,1,0,82,2,12
55869,11,3,12,8,7,2,3,1,0,83,2,12
55870,11,4,12,8,7,2,3,0,0,83,2,12
55871,11,5,12,8,7,2,3,1,0,84,2,12
55872,11,6,12,8,7,2,3,0,0,84,2,12
55873,12,1,12,8,7,2,3,1,0,85,2,12
55874,12,2,12,8,7,2,3,1,0,86,2,12
55875,12,3,12,8,7,2,3,1,0,87,2,12
55876,12,4,12,8,7,2,3,1,0,88,2,12
55877,12,5,12,8,7,2,3,1,0,89,2,12
55878,12,6,12,8,7,2,3,0,0,89,2,12
55879,13,1,12,8,7,2,3,1,0,90,2,12
55880,13,2,12,8,7,2,3,1,0,91,2,12
55881,13,3,12,8,7,2,3,1,0,92,2,12
55882,13,4,12,8,7,2,3,0,0,92,2,12
55883,13,5,12,8,7,2,3,0,0,92,2,12
55884,13,6,12,8,7,2,3,4,0,96,2,12
55885,14,1,12,8,7,2,3,3,0,99,2,12
55886,14,2,12,8,7,2,3,6,0,105,2,12
55887,14,3,12,8,7,2,3,1,0,106,2,12
55888,14,4,12,8,7,2,3,0,0,106,2,12
55889,14,5,12,8,7,2,3,1,0,107,2,12
55890,14,6,12,8,7,2,3,1,0,108,2,12
55891,15,1,12,8,7,2,3,0,1,108,3,12
55892,15,2,12,8,7,2,3,1,0,109,3,12
55893,15,3,12,8,7,2,3,0,0,109,3,12
55894,15,4,12,8,7,2,3,0,0,109,3,12
55895,15,5,12,8,7,2,3,2,0,111,3,12
55896,15,6,12,8,7,2,3,1,0,112,3,12
55897,15,7,12,8,7,2,3,0,0,112,3,12
55898,16,1,12,8,7,2,3,4,0,116,3,12
55899,16,2,12,8,7,2,3,0,0,116,3,12
55900,16,3,12,8,7,2,3,1,0,117,3,12
55901,16,4,12,8,7,2,3,6,0,123,3,12
55902,16,5,12,8,7,2,3,1,0,124,3,12
55903,16,6,12,8,7,2,3,0,0,124,3,12
55904,17,1,12,8,7,2,3,1,0,125,3,12
55905,17,2,12,8,7,2,3,1,0,126,3,12
55906,17,3,12,8,7,2,3,0,0,126,3,12
55907,17,4,12,8,7,2,3,0,1,126,4,12
55908,17,5,12,8,7,2,3,0,0,126,4,12
55909,17,6,12,8,7,2,3,0,0,126,4,12
55910,18,1,12,8,7,2,3,0,0,126,4,12
55911,18,2,12,8,7,2,3,1,0,127,4,12
55912,18,3,12,8,7,2,3,1,0,128,4,12
55913,18,4,12,8,7,2,3,2,0,130,4,12
55914,18,5,12,8,7,2,3,2,0,132,4,12
55915,18,6,12,8,7,2,3,1,0,133,4,12
55916,19,1,12,8,7,2,3,1,0,134,4,12
55917,19,2,12,8,7,2,3,4,0,138,4,12
55918,0,1,9,11,14,1,3,0,0,0,0,9
55919,0,2,9,11,14,1,3,0,0,0,0,9
55920,0,3,9,11,14,1,3,0,0,0,0,9
55921,0,4,9,11,14,1,3,0,0,0,0,9
55922,0,5,9,11,14,1,3,4,0,4,0,9
55923,0,6,9,11,14,1,3,1,0,5,0,9
55924,1,1,9,11,14,1,3,6,0,11,0,9
55925,1,2,9,11,14,1,3,0,0,11,0,9
55926,1,3,9,11,14,1,3,1,0,12,0,9
55927,1,4,9,11,14,1,3,1,0,13,0,9
55928,1,5,9,11,14,1,3,0,0,13,0,9
55929,1,6,9,11,14,1,3,1,0,14,0,9
55930,1,7,9,11,14,1,3,0,0,14,0,9
55931,2,1,9,11,14,1,3,0,0,14,0,9
55932,2,2,9,11,14,1,3,0,0,14,0,9
55933,2,3,9,11,14,1,3,1,0,15,0,9
55934,2,4,9,11,14,1,3,0,0,15,0,9
55935,2,5,9,11,14,1,3,2,0,17,0,9
55936,2,6,9,11,14,1,3,0,0,17,0,9
55937,3,1,9,11,14,1,3,1,0,18,0,9
55938,3,2,9,11,14,1,3,4,0,22,0,9
55939,3,3,9,11,14,1,3,1,0,23,0,9
55940,3,4,9,11,14,1,3,2,0,25,0,9
55941,3,5,9,11,14,1,3,0,0,25,0,9
55942,3,6,9,11,14,1,3,0,1,25,1,9
55943,3,7,9,11,14,1,3,0,0,25,1,9
55944,4,1,9,11,14,1,3,0,0,25,1,9
55945,4,2,9,11,14,1,3,0,0,25,1,9
55946,4,3,9,11,14,1,3,0,0,25,1,9
55947,4,4,9,11,14,1,3,4,0,29,1,9
55948,4,5,9,11,14,1,3,0,0,29,1,9
55949,4,6,9,11,14,1,3,0,0,29,1,9
55950,5,1,9,11,14,1,3,1,0,30,1,9
55951,5,2,9,11,14,1,3,0,0,30,1,9
55952,5,3,9,11,14,1,3,0,0,30,1,9
55953,5,4,9,11,14,1,3,0,0,30,1,9
55954,5,5,9,11,14,1,3,0,0,30,1,9
55955,5,6,9,11,14,1,3,0,0,30,1,9
55956,6,1,9,11,14,1,3,0,0,30,1,9
55957,6,2,9,11,14,1,3,6,0,36,1,9
55958,6,3,9,11,14,1,3,3,0,39,1,9
55959,6,4,9,11,14,1,3,1,0,40,1,9
55960,6,5,9,11,14,1,3,1,0,41,1,9
55961,6,6,9,11,14,1,3,0,0,41,1,9
55962,7,1,9,11,14,1,3,0,0,41,1,9
55963,7,2,9,11,14,1,3,6,0,47,1,9
55964,7,3,9,11,14,1,3,4,0,51,1,9
55965,7,4,9,11,14,1,3,1,0,52,1,9
55966,7,5,9,11,14,1,3,6,0,58,1,9
55967,7,6,9,11,14,1,3,4,0,62,1,9
55968,8,1,9,11,14,1,3,1,0,63,1,9
55969,8,2,9,11,14,1,3,1,0,64,1,9
55970,8,3,9,11,14,1,3,0,0,64,1,9
55971,8,4,9,11,14,1,3,6,0,70,1,9
55972,8,5,9,11,14,1,3,6,0,76,1,9
55973,8,6,9,11,14,1,3,1,0,77,1,9
55974,9,1,9,11,14,1,3,1,0,78,1,9
55975,9,2,9,11,14,1,3,1,0,79,1,9
55976,9,3,9,11,14,1,3,1,0,80,1,9
55977,9,4,9,11,14,1,3,6,0,86,1,9
55978,9,5,9,11,14,1,3,6,0,92,1,9
55979,9,6,9,11,14,1,3,6,0,98,1,9
55980,9,7,9,11,14,1,3,1,0,99,1,9
55981,10,1,9,11,14,1,3,1,0,100,1,9
55982,10,2,9,11,14,1,3,1,0,101,1,9
55983,10,3,9,11,14,1,3,0,0,101,1,9
55984,10,4,9,11,14,1,3,5,0,106,1,9
55985,10,5,9,11,14,1,3,2,0,108,1,9
55986,10,6,9,11,14,1,3,2,0,110,1,9
55987,10,7,9,11,14,1,3,0,0,110,1,9
55988,10,8,9,11,14,1,3,1,0,111,1,9
55989,11,1,9,11,14,1,3,1,0,112,1,9
55990,11,2,9,11,14,1,3,1,0,113,1,9
55991,11,3,9,11,14,1,3,1,0,114,1,9
55992,11,4,9,11,14,1,3,6,0,120,1,9
55993,11,5,9,11,14,1,3,0,0,120,1,9
55994,11,6,9,11,14,1,3,1,0,121,1,9
55995,11,7,9,11,14,1,3,4,0,125,1,9
55996,12,1,9,11,14,1,3,1,0,126,1,9
55997,12,2,9,11,14,1,3,4,0,130,1,9
55998,12,3,9,11,14,1,3,0,0,130,1,9
55999,12,4,9,11,14,1,3,1,0,131,1,9
56000,12,5,9,11,14,1,3,0,0,131,1,9
56001,12,6,9,11,14,1,3,1,0,132,1,9
56002,13,1,9,11,14,1,3,1,0,133,1,9
56003,13,2,9,11,14,1,3,2,0,135,1,9
56004,13,3,9,11,14,1,3,1,0,136,1,9
56005,13,4,9,11,14,1,3,2,0,138,1,9
56006,13,5,9,11,14,1,3,4,0,142,1,9
56007,13,6,9,11,14,1,3,1,0,143,1,9
56008,14,1,9,11,14,1,3,6,0,149,1,9
56009,14,2,9,11,14,1,3,6,0,155,1,9
56010,14,3,9,11,14,1,3,4,0,159,1,9
56011,14,4,9,11,14,1,3,4,0,163,1,9
56012,14,5,9,11,14,1,3,4,0,167,1,9
56013,14,6,9,11,14,1,3,6,0,173,1,9
56014,15,1,9,11,14,1,3,1,0,174,1,9
56015,15,2,9,11,14,1,3,1,0,175,1,9
56016,15,3,9,11,14,1,3,4,0,179,1,9
56017,15,4,9,11,14,1,3,4,0,183,1,9
56018,15,5,9,11,14,1,3,1,0,184,1,9
56019,15,6,9,11,14,1,3,1,0,185,1,9
56020,16,1,9,11,14,1,3,4,0,189,1,9
56021,16,2,9,11,14,1,3,1,0,190,1,9
56022,16,3,9,11,14,1,3,0,0,190,1,9
56023,16,4,9,11,14,1,3,1,0,191,1,9
56024,16,5,9,11,14,1,3,1,0,192,1,9
56025,16,6,9,11,14,1,3,1,0,193,1,9
56026,17,1,9,11,14,1,3,6,0,199,1,9
56027,17,2,9,11,14,1,3,0,0,199,1,9
56028,17,3,9,11,14,1,3,4,0,203,1,9
56029,17,4,9,11,14,1,3,1,0,204,1,9
56030,17,5,9,11,14,1,3,1,0,205,1,9
56031,17,6,9,11,14,1,3,4,0,209,1,9
56032,18,1,9,11,14,1,3,0,0,209,1,9
56033,18,2,9,11,14,1,3,0,0,209,1,9
56034,18,3,9,11,14,1,3,0,0,209,1,9
56035,18,4,9,11,14,1,3,1,0,210,1,9
56036,18,5,9,11,14,1,3,6,0,216,1,9
56037,18,6,9,11,14,1,3,4,0,220,1,9
56038,19,1,9,11,14,1,3,2,0,222,1,9
56039,19,2,9,11,14,1,3,1,0,223,1,9
56040,19,3,9,11,14,1,3,4,0,227,1,9
56041,19,4,9,11,14,1,3,4,0,231,1,9
56042,19,5,9,11,14,1,3,0,1,231,2,9
56043,19,6,9,11,14,1,3,1,0,232,2,9
56044,0,1,11,9,14,2,3,0,0,0,0,9
56045,0,2,11,9,14,2,3,0,0,0,0,9
56046,0,3,11,9,14,2,3,0,0,0,0,9
56047,0,4,11,9,14,2,3,0,0,0,0,9
56048,0,5,11,9,14,2,3,0,0,0,0,9
56049,0,6,11,9,14,2,3,0,0,0,0,9
56050,1,1,11,9,14,2,3,1,0,1,0,9
56051,1,2,11,9,14,2,3,1,0,2,0,9
56052,1,3,11,9,14,2,3,1,0,3,0,9
56053,1,4,11,9,14,2,3,0,0,3,0,9
56054,1,5,11,9,14,2,3,1,0,4,0,9
56055,1,6,11,9,14,2,3,0,1,4,1,9
56056,1,7,11,9,14,2,3,0,0,4,1,9
56057,1,8,11,9,14,2,3,1,0,5,1,9
56058,1,9,11,9,14,2,3,0,0,5,1,9
56059,2,1,11,9,14,2,3,0,0,5,1,9
56060,2,2,11,9,14,2,3,0,0,5,1,9
56061,2,3,11,9,14,2,3,1,0,6,1,9
56062,2,4,11,9,14,2,3,0,0,6,1,9
56063,2,5,11,9,14,2,3,0,0,6,1,9
56064,2,6,11,9,14,2,3,0,0,6,1,9
56065,3,1,11,9,14,2,3,0,0,6,1,9
56066,3,2,11,9,14,2,3,0,0,6,1,9
56067,3,3,11,9,14,2,3,1,0,7,1,9
56068,3,4,11,9,14,2,3,2,0,9,1,9
56069,3,5,11,9,14,2,3,4,0,13,1,9
56070,3,6,11,9,14,2,3,4,0,17,1,9
56071,3,7,11,9,14,2,3,0,1,17,2,9
56072,4,1,11,9,14,2,3,0,0,17,2,9
56073,4,2,11,9,14,2,3,0,0,17,2,9
56074,4,3,11,9,14,2,3,1,0,18,2,9
56075,4,4,11,9,14,2,3,4,0,22,2,9
56076,4,5,11,9,14,2,3,1,0,23,2,9
56077,4,6,11,9,14,2,3,4,0,27,2,9
56078,5,1,11,9,14,2,3,0,0,27,2,9
56079,5,2,11,9,14,2,3,2,0,29,2,9
56080,5,3,11,9,14,2,3,0,0,29,2,9
56081,5,4,11,9,14,2,3,4,0,33,2,9
56082,5,5,11,9,14,2,3,1,0,34,2,9
56083,5,6,11,9,14,2,3,0,1,34,3,9
56084,6,1,11,9,14,2,3,1,0,35,3,9
56085,6,2,11,9,14,2,3,1,0,36,3,9
56086,6,3,11,9,14,2,3,1,0,37,3,9
56087,6,4,11,9,14,2,3,0,0,37,3,9
56088,6,5,11,9,14,2,3,6,0,43,3,9
56089,6,6,11,9,14,2,3,0,1,43,4,9
56090,7,1,11,9,14,2,3,4,0,47,4,9
56091,7,2,11,9,14,2,3,0,0,47,4,9
56092,7,3,11,9,14,2,3,4,0,51,4,9
56093,7,4,11,9,14,2,3,0,0,51,4,9
56094,7,5,11,9,14,2,3,4,0,55,4,9
56095,7,6,11,9,14,2,3,0,0,55,4,9
56096,8,1,11,9,14,2,3,0,0,55,4,9
56097,8,2,11,9,14,2,3,6,0,61,4,9
56098,8,3,11,9,14,2,3,0,0,61,4,9
56099,8,4,11,9,14,2,3,0,0,61,4,9
56100,8,5,11,9,14,2,3,0,0,61,4,9
56101,8,6,11,9,14,2,3,1,0,62,4,9
56102,9,1,11,9,14,2,3,1,0,63,4,9
56103,9,2,11,9,14,2,3,0,0,63,4,9
56104,9,3,11,9,14,2,3,1,0,64,4,9
56105,9,4,11,9,14,2,3,0,0,64,4,9
56106,9,5,11,9,14,2,3,4,0,68,4,9
56107,9,6,11,9,14,2,3,1,0,69,4,9
56108,10,1,11,9,14,2,3,1,0,70,4,9
56109,10,2,11,9,14,2,3,2,0,72,4,9
56110,10,3,11,9,14,2,3,0,0,72,4,9
56111,10,4,11,9,14,2,3,0,1,72,5,9
56112,10,5,11,9,14,2,3,4,0,76,5,9
56113,10,6,11,9,14,2,3,0,0,76,5,9
56114,11,1,11,9,14,2,3,2,0,78,5,9
56115,11,2,11,9,14,2,3,1,0,79,5,9
56116,11,3,11,9,14,2,3,1,0,80,5,9
56117,11,4,11,9,14,2,3,2,0,82,5,9
56118,11,5,11,9,14,2,3,1,0,83,5,9
56119,11,6,11,9,14,2,3,1,0,84,5,9
56120,12,1,11,9,14,2,3,4,0,88,5,9
56121,12,2,11,9,14,2,3,0,1,88,6,9
56122,12,3,11,9,14,2,3,1,0,89,6,9
56123,12,4,11,9,14,2,3,0,0,89,6,9
56124,12,5,11,9,14,2,3,0,0,89,6,9
56125,12,6,11,9,14,2,3,0,1,89,7,9
56126,13,1,11,9,14,2,3,0,0,89,7,9
56127,13,2,11,9,14,2,3,1,0,90,7,9
56128,13,3,11,9,14,2,3,2,0,92,7,9
56129,13,4,11,9,14,2,3,0,0,92,7,9
56130,13,5,11,9,14,2,3,1,0,93,7,9
56131,13,6,11,9,14,2,3,2,0,95,7,9
56132,14,1,11,9,14,2,3,0,1,95,8,9
56133,14,2,11,9,14,2,3,0,0,95,8,9
56134,14,3,11,9,14,2,3,0,0,95,8,9
56135,14,4,11,9,14,2,3,0,0,95,8,9
56136,14,5,11,9,14,2,3,1,0,96,8,9
56137,14,6,11,9,14,2,3,1,0,97,8,9
56138,15,1,11,9,14,2,3,6,0,103,8,9
56139,15,2,11,9,14,2,3,0,0,103,8,9
56140,15,3,11,9,14,2,3,0,1,103,9,9
56141,15,4,11,9,14,2,3,1,0,104,9,9
56142,15,5,11,9,14,2,3,0,0,104,9,9
56143,15,6,11,9,14,2,3,6,0,110,9,9
56144,16,1,11,9,14,2,3,1,0,111,9,9
56145,16,2,11,9,14,2,3,1,0,112,9,9
56146,16,3,11,9,14,2,3,4,0,116,9,9
56147,16,4,11,9,14,2,3,4,0,120,9,9
56148,16,5,11,9,14,2,3,1,0,121,9,9
56149,16,6,11,9,14,2,3,0,1,121,10,9
56150,0,1,1,4,19,1,3,1,0,1,0,1
56151,0,2,1,4,19,1,3,0,0,1,0,1
56152,0,3,1,4,19,1,3,0,0,1,0,1
56153,0,4,1,4,19,1,3,0,0,1,0,1
56154,0,5,1,4,19,1,3,1,0,2,0,1
56155,0,6,1,4,19,1,3,1,0,3,0,1
56156,1,1,1,4,19,1,3,0,0,3,0,1
56157,1,2,1,4,19,1,3,1,0,4,0,1
56158,1,3,1,4,19,1,3,1,0,5,0,1
56159,1,4,1,4,19,1,3,0,0,5,0,1
56160,1,5,1,4,19,1,3,0,0,5,0,1
56161,1,6,1,4,19,1,3,0,0,5,0,1
56162,2,1,1,4,19,1,3,2,0,7,0,1
56163,2,2,1,4,19,1,3,4,0,11,0,1
56164,2,3,1,4,19,1,3,0,0,11,0,1
56165,2,4,1,4,19,1,3,4,0,15,0,1
56166,2,5,1,4,19,1,3,4,0,19,0,1
56167,2,6,1,4,19,1,3,0,1,19,1,1
56168,3,1,1,4,19,1,3,1,0,20,1,1
56169,3,2,1,4,19,1,3,0,0,20,1,1
56170,3,3,1,4,19,1,3,1,0,21,1,1
56171,3,4,1,4,19,1,3,1,0,22,1,1
56172,3,5,1,4,19,1,3,0,0,22,1,1
56173,3,6,1,4,19,1,3,1,0,23,1,1
56174,4,1,1,4,19,1,3,0,0,23,1,1
56175,4,2,1,4,19,1,3,0,0,23,1,1
56176,4,3,1,4,19,1,3,0,0,23,1,1
56177,4,4,1,4,19,1,3,0,0,23,1,1
56178,4,5,1,4,19,1,3,1,0,24,1,1
56179,4,6,1,4,19,1,3,0,0,24,1,1
56180,5,1,1,4,19,1,3,6,0,30,1,1
56181,5,2,1,4,19,1,3,4,0,34,1,1
56182,5,3,1,4,19,1,3,6,0,40,1,1
56183,5,4,1,4,19,1,3,0,1,40,2,1
56184,5,5,1,4,19,1,3,0,0,40,2,1
56185,5,6,1,4,19,1,3,1,0,41,2,1
56186,6,1,1,4,19,1,3,1,0,42,2,1
56187,6,2,1,4,19,1,3,1,0,43,2,1
56188,6,3,1,4,19,1,3,1,0,44,2,1
56189,6,4,1,4,19,1,3,1,0,45,2,1
56190,6,5,1,4,19,1,3,1,0,46,2,1
56191,6,6,1,4,19,1,3,1,0,47,2,1
56192,7,1,1,4,19,1,3,0,0,47,2,1
56193,7,2,1,4,19,1,3,1,0,48,2,1
56194,7,3,1,4,19,1,3,1,0,49,2,1
56195,7,4,1,4,19,1,3,0,0,49,2,1
56196,7,5,1,4,19,1,3,1,0,50,2,1
